sample_id,subject,word,sentence_id,word_id
26043,YFS,Senators,190,14
26044,YFS,careers,190,17
26045,YFS,by,190,20
26046,YFS,personal,190,22
26047,YFS,honorably,191,2
26048,YFS,discharged,191,3
26049,YFS,early,191,5
26050,YFS,"1945,",191,6
26051,YFS,just,191,7
26052,YFS,before,191,11
26053,YFS,Japanese,191,13
26054,YFS,surrendered.,191,14
26055,YFS,was,192,1
26056,YFS,reelected,192,2
26057,YFS,"twice,",192,3
26058,YFS,a,192,6
26059,YFS,mixed,192,7
26060,YFS,diverging,192,11
26061,YFS,President,192,13
26062,YFS,Harry,192,14
26063,YFS,and,192,17
26064,YFS,the,192,21
26065,YFS,Democratic,192,22
26066,YFS,U.S.,193,2
26067,YFS,accepted,193,4
26068,YFS,him,193,5
26069,YFS,September,193,7
26070,YFS,year.,193,10
26071,YFS,1964,194,2
26072,YFS,"election,",194,3
26073,YFS,Reagan,194,4
26074,YFS,was,194,5
26075,YFS,outspoken,194,7
26076,YFS,Republican,194,11
26077,YFS,Goldwater.,194,13
26078,YFS,these,195,1
26079,YFS,laughed,195,5
26080,YFS,off,195,6
26081,YFS,he,195,9
26082,YFS,"autobiography,",195,13
26083,YFS,after,195,18
26084,YFS,countless,195,19
26085,YFS,sleepless,195,20
26086,YFS,Michael,196,3
26087,YFS,"Reagan,",196,4
26088,YFS,immigrated,196,5
26089,YFS,United,196,8
26090,YFS,from,196,10
26091,YFS,"Ballyporeen,",196,11
26092,YFS,County,196,12
26093,YFS,in,196,15
26094,YFS,1860s.,196,17
26095,YFS,Prior,197,0
26096,YFS,"immigration,",197,3
26097,YFS,name,197,6
26098,YFS,was,197,7
26099,YFS,Regan.,197,9
26100,YFS,maternal,198,1
26101,YFS,"great-grandfather,",198,2
26102,YFS,John,198,3
26103,YFS,immigrated,198,5
26104,YFS,States,198,9
26105,YFS,"Paisley,",198,11
26106,YFS,Scotland,198,12
26107,YFS,the,198,14
26108,YFS,1800s.,198,16
26109,YFS,was,199,2
26110,YFS,marked,199,3
26111,YFS,economic,199,6
26112,YFS,dubbed,199,8
26113,YFS,Reaganomics,199,9
26114,YFS,confrontational,199,12
26115,YFS,foreign,199,13
26116,YFS,the,199,16
26117,YFS,Union,199,18
26118,YFS,Socialist,199,20
26119,YFS,movements,199,21
26120,YFS,around,199,22
26121,YFS,world.,199,24
26122,YFS,tried,200,1
26123,YFS,repeatedly,200,2
26124,YFS,go,200,4
26125,YFS,overseas,200,5
26126,YFS,combat,200,7
26127,YFS,turned,200,11
26128,YFS,down,200,12
26129,YFS,of,200,14
26130,YFS,Reagan,201,0
26131,YFS,reelected,201,2
26132,YFS,a,201,4
26133,YFS,landslide,201,5
26134,YFS,the,201,7
26135,YFS,presidential,201,9
26136,YFS,defeating,201,11
26137,YFS,Carter's,201,12
26138,YFS,Vice,201,13
26139,YFS,President,201,14
26140,YFS,Walter,201,15
26141,YFS,Mondale,201,16
26142,YFS,of,201,20
26143,YFS,50,201,21
26144,YFS,states,201,22
26145,YFS,and,201,23
26146,YFS,receiving,201,24
26147,YFS,percent,201,27
26148,YFS,the,201,29
26149,YFS,an,202,2
26150,YFS,early,202,3
26151,YFS,for,202,5
26152,YFS,storytelling,202,6
26153,YFS,a,203,2
26154,YFS,announcer,203,4
26155,YFS,affiliate,203,7
26156,YFS,Chicago,203,10
26157,YFS,"games,",203,13
26158,YFS,getting,203,14
26159,YFS,bare,203,17
26160,YFS,outlines,203,18
26161,YFS,game,203,21
26162,YFS,a,203,23
26163,YFS,ticker,203,24
26164,YFS,relying,203,26
26165,YFS,imagination,203,29
26166,YFS,storytelling,203,31
26167,YFS,to,203,33
26168,YFS,the,203,36
26169,YFS,in,204,1
26170,YFS,"1934,",204,2
26171,YFS,during,204,3
26172,YFS,ninth,204,5
26173,YFS,a,204,8
26174,YFS,Cubs-St.,204,9
26175,YFS,Louis,204,10
26176,YFS,Cardinals,204,11
26177,YFS,"game,",204,12
26178,YFS,went,204,15
26179,YFS,dead.,204,16
26180,YFS,Reagan,205,0
26181,YFS,improvised,205,2
26182,YFS,fictional,205,4
26183,YFS,play-by-play,205,5
26184,YFS,which,205,7
26185,YFS,hitters,205,8
26186,YFS,teams,205,11
26187,YFS,fouled,205,12
26188,YFS,pitches),205,14
26189,YFS,until,205,15
26190,YFS,was,205,18
26191,YFS,restored.,205,19
26192,YFS,SLA,206,2
26193,YFS,kidnapped,206,4
26194,YFS,Patty,206,5
26195,YFS,Hearst,206,6
26196,YFS,Berkeley,206,8
26197,YFS,gave,206,10
26198,YFS,a,206,11
26199,YFS,list,206,12
26200,YFS,of,206,13
26201,YFS,demands,206,14
26202,YFS,that,206,15
26203,YFS,included,206,16
26204,YFS,free,206,17
26205,YFS,distribution,206,18
26206,YFS,food,206,20
26207,YFS,the,206,22
26208,YFS,"poor,",206,23
26209,YFS,Reagan,206,24
26210,YFS,suggested,206,25
26211,YFS,would,206,28
26212,YFS,be,206,29
26213,YFS,time,206,32
26214,YFS,for,206,33
26215,YFS,an,206,34
26216,YFS,outbreak,206,35
26217,YFS,of,206,36
26218,YFS,botulism.,206,37
26219,YFS,Hodgkin,207,0
26220,YFS,and,207,1
26221,YFS,Huxley,207,2
26222,YFS,shared,207,3
26223,YFS,prize,207,5
26224,YFS,year,207,7
26225,YFS,with,207,8
26226,YFS,John,207,9
26227,YFS,Carew,207,10
26228,YFS,"Eccles,",207,11
26229,YFS,cited,207,14
26230,YFS,for,207,15
26231,YFS,on,207,17
26232,YFS,Huxley's,208,2
26233,YFS,the,208,5
26234,YFS,pair,208,6
26235,YFS,hypothesize,208,8
26236,YFS,"channels,",208,10
26237,YFS,confirmed,208,13
26238,YFS,only,208,14
26239,YFS,team,209,5
26240,YFS,All-American,209,6
26241,YFS,junior,209,9
26242,YFS,senior,209,11
26243,YFS,"1986,",210,1
26244,YFS,married,210,3
26245,YFS,journalist,210,5
26246,YFS,niece,210,8
26247,YFS,President,210,12
26248,YFS,United,210,15
26249,YFS,Kennedy.,210,19
26250,YFS,Klaas,211,0
26251,YFS,finished,211,1
26252,YFS,career,211,3
26253,YFS,Washington,211,5
26254,YFS,having,211,6
26255,YFS,played,211,7
26256,YFS,"games,",211,10
26257,YFS,ten,211,12
26258,YFS,goals,211,13
26259,YFS,Jose,212,6
26260,YFS,Earthquakes,212,7
26261,YFS,round,212,11
26262,YFS,MLS,212,15
26263,YFS,"SuperDraft,",212,16
26264,YFS,opted,212,18
26265,YFS,for,212,23
26266,YFS,with,212,27
26267,YFS,Sounders.,212,30
26268,YFS,While,213,0
26269,YFS,popular,213,2
26270,YFS,critical,213,5
26271,YFS,success,213,6
26272,YFS,own,213,9
26273,YFS,"lifetime,",213,10
26274,YFS,is,213,12
26275,YFS,now,213,13
26276,YFS,considered,213,14
26277,YFS,America's,213,17
26278,YFS,important,213,19
26279,YFS,authors.,213,20
26280,YFS,Kerouac's,214,0
26281,YFS,"spontaneous,",214,1
26282,YFS,confessional,214,2
26283,YFS,language,214,3
26284,YFS,style,214,4
26285,YFS,"writers,",214,7
26286,YFS,including,214,8
26287,YFS,Tom,214,9
26288,YFS,"Robbins,",214,10
26289,YFS,"Brautigan,",214,12
26290,YFS,S.,214,14
26291,YFS,"Thompson,",214,15
26292,YFS,"Kesey,",214,17
26293,YFS,Dylan.,214,20
26294,YFS,first,215,4
26295,YFS,"novel,",215,5
26296,YFS,The,215,7
26297,YFS,Town,215,8
26298,YFS,City.,215,11
26299,YFS,published,216,2
26300,YFS,1950,216,4
26301,YFS,him,216,7
26302,YFS,some,216,8
26303,YFS,a,216,11
26304,YFS,Leo-Alcide,217,2
26305,YFS,Kerouac,217,3
26306,YFS,and,217,4
26307,YFS,Gabrielle-Ange,217,5
26308,YFS,"Lévesque,",217,6
26309,YFS,were,217,7
26310,YFS,natives,217,8
26311,YFS,of,217,9
26312,YFS,province,217,11
26313,YFS,Like,218,0
26314,YFS,many,218,1
26315,YFS,Quebecers,218,3
26316,YFS,of,218,4
26317,YFS,"generation,",218,6
26318,YFS,Lévesques,218,8
26319,YFS,Kerouacs,218,10
26320,YFS,part,218,12
26321,YFS,England,218,19
26322,YFS,employment.,218,22
26323,YFS,start,219,2
26324,YFS,to,219,3
26325,YFS,learn,219,4
26326,YFS,English,219,5
26327,YFS,until,219,6
26328,YFS,age,219,8
26329,YFS,"home,",220,1
26330,YFS,he,220,2
26331,YFS,and,220,3
26332,YFS,family,220,5
26333,YFS,spoke,220,6
26334,YFS,"year,",221,1
26335,YFS,he,221,2
26336,YFS,also,221,3
26337,YFS,married,221,4
26338,YFS,Rose,221,5
26339,YFS,"Fitzgerald,",221,6
26340,YFS,the,221,7
26341,YFS,daughter,221,8
26342,YFS,John,221,10
26343,YFS,F.,221,11
26344,YFS,"Fitzgerald,",221,12
26345,YFS,the,221,13
26346,YFS,Democrat,221,14
26347,YFS,mayor,221,15
26348,YFS,Boston,221,17
26349,YFS,probably,221,19
26350,YFS,recognized,221,22
26351,YFS,in,221,24
26352,YFS,an,222,1
26353,YFS,"age,",222,3
26354,YFS,profoundly,222,6
26355,YFS,marked,222,7
26356,YFS,the,222,9
26357,YFS,his,222,12
26358,YFS,"Gérard,",222,15
26359,YFS,prompting,222,17
26360,YFS,the,222,21
26361,YFS,Visions,222,23
26362,YFS,Gerard.,222,25
26363,YFS,also,223,1
26364,YFS,the,223,4
26365,YFS,New,223,5
26366,YFS,Haven,223,6
26367,YFS,Eagles,223,7
26368,YFS,Bronx,223,9
26369,YFS,Tigers,223,10
26370,YFS,Canadian-American,223,13
26371,YFS,League.,223,15
26372,YFS,his,224,1
26373,YFS,"roles,",224,3
26374,YFS,on,224,6
26375,YFS,television,224,8
26376,YFS,screen,224,9
26377,YFS,is,224,12
26378,YFS,career.,224,14
26379,YFS,contribution,225,2
26380,YFS,to,225,3
26381,YFS,television,225,5
26382,YFS,"industry,",225,6
26383,YFS,Naish,225,9
26384,YFS,star,225,12
26385,YFS,Hollywood,225,15
26386,YFS,Fame,225,18
26387,YFS,at,225,19
26388,YFS,Hollywood,225,21
26389,YFS,Blvd.,225,22
26390,YFS,While,226,0
26391,YFS,finding,226,3
26392,YFS,himself,226,4
26393,YFS,in,226,5
26394,YFS,"London,",226,6
26395,YFS,Deborah,226,7
26396,YFS,a,226,9
26397,YFS,named,226,11
26398,YFS,John,226,12
26399,YFS,Rodgers.,226,13
26400,YFS,proved,227,1
26401,YFS,regrettable,227,5
26402,YFS,decision.,227,6
26403,YFS,Rodgers',228,1
26404,YFS,fate,228,2
26405,YFS,"unknown,",228,3
26406,YFS,bigamy,228,5
26407,YFS,an,228,6
26408,YFS,offense,228,7
26409,YFS,punishable,228,8
26410,YFS,public,228,10
26411,YFS,and,228,12
26412,YFS,"imprisonment,",228,13
26413,YFS,Deborah,228,14
26414,YFS,free,228,17
26415,YFS,remarry.,228,19
26416,YFS,arrived,229,3
26417,YFS,worked,229,5
26418,YFS,several,229,7
26419,YFS,printer,229,8
26420,YFS,around,229,10
26421,YFS,satisfied,230,4
26422,YFS,the,230,6
26423,YFS,immediate,230,7
26424,YFS,wife,231,1
26425,YFS,Barbara,231,3
26426,YFS,Two,232,0
26427,YFS,weeks,232,1
26428,YFS,later,232,2
26429,YFS,married,232,4
26430,YFS,Michael,232,5
26431,YFS,Jackson,232,6
26432,YFS,May,232,8
26433,YFS,1994.,232,10
26434,YFS,was,233,1
26435,YFS,Lady,233,3
26436,YFS,United,233,6
26437,YFS,from,233,8
26438,YFS,1993,233,9
26439,YFS,"2001,",233,11
26440,YFS,as,233,12
26441,YFS,President,233,16
26442,YFS,returned,234,3
26443,YFS,Philadelphia,234,5
26444,YFS,1726,234,7
26445,YFS,help,234,10
26446,YFS,merchant,234,13
26447,YFS,"Denham,",234,16
26448,YFS,who,234,17
26449,YFS,Franklin,234,19
26450,YFS,as,234,22
26451,YFS,shopkeeper,234,24
26452,YFS,bookkeeper,234,26
26453,YFS,Denham's,234,28
26454,YFS,merchant,234,29
26455,YFS,cgs,235,1
26456,YFS,unit,235,2
26457,YFS,electric,235,4
26458,YFS,charge,235,5
26459,YFS,named,235,8
26460,YFS,him:,235,10
26461,YFS,one,235,11
26462,YFS,franklin,235,12
26463,YFS,(Fr),235,13
26464,YFS,to,235,16
26465,YFS,statcoulomb.,235,18
26466,YFS,"mother,",236,1
26467,YFS,Abiah,236,2
26468,YFS,"Folger,",236,3
26469,YFS,in,236,6
26470,YFS,"Nantucket,",236,7
26471,YFS,Massachusetts,236,8
26472,YFS,"15,",236,11
26473,YFS,to,236,13
26474,YFS,Peter,236,14
26475,YFS,"Folger,",236,15
26476,YFS,"schoolteacher,",236,19
26477,YFS,wife,236,22
26478,YFS,Mary,236,23
26479,YFS,Morrill,236,24
26480,YFS,a,236,25
26481,YFS,former,236,26
26482,YFS,indentured,236,27
26483,YFS,servant.,236,28
26484,YFS,the,237,7
26485,YFS,England,237,10
26486,YFS,"Boston,",237,12
26487,YFS,had,237,19
26488,YFS,several,237,20
26489,YFS,more,237,21
26490,YFS,including:,237,23
26491,YFS,Josiah,237,24
26492,YFS,Jr.,237,25
26493,YFS,"23,",237,27
26494,YFS,(January,237,30
26495,YFS,"1687),",237,32
26496,YFS,(February,237,34
26497,YFS,"1688),",237,36
26498,YFS,Joseph,237,38
26499,YFS,(June,237,39
26500,YFS,"30,",237,40
26501,YFS,1689),237,41
26502,YFS,(the,237,42
26503,YFS,first,237,43
26504,YFS,Joseph,237,44
26505,YFS,died,237,46
26506,YFS,after,237,48
26507,YFS,mother,238,5
26508,YFS,remains,238,6
26509,YFS,perhaps,238,8
26510,YFS,responsibility,238,10
26511,YFS,child,238,14
26512,YFS,gave,238,15
26513,YFS,Franklin,238,16
26514,YFS,reason,238,18
26515,YFS,residence,238,22
26516,YFS,Deborah,238,24
26517,YFS,Read.,238,25
26518,YFS,Josiah,239,2
26519,YFS,"Franklin,",239,3
26520,YFS,tallow,239,6
26521,YFS,"chandler,",239,7
26522,YFS,a,239,8
26523,YFS,maker,239,9
26524,YFS,"candles,",239,11
26525,YFS,married,239,13
26526,YFS,at,240,3
26527,YFS,at,240,6
26528,YFS,became,240,9
26529,YFS,apprentice,240,11
26530,YFS,brother,240,14
26531,YFS,"James,",240,15
26532,YFS,who,240,18
26533,YFS,published,240,19
26534,YFS,New,240,21
26535,YFS,Courant.,240,23
26536,YFS,While,241,0
26537,YFS,printing,241,2
26538,YFS,apprentice,241,3
26539,YFS,under,241,6
26540,YFS,pseudonym,241,8
26541,YFS,'Silence,241,10
26542,YFS,Dogood',241,11
26543,YFS,was,241,13
26544,YFS,ostensibly,241,14
26545,YFS,middle-aged,241,16
26546,YFS,widow.,241,17
26547,YFS,brother,242,1
26548,YFS,Courant's,242,4
26549,YFS,readers,242,5
26550,YFS,initially,242,8
26551,YFS,the,242,10
26552,YFS,author.,242,12
26553,YFS,brother,243,1
26554,YFS,impressed,243,4
26555,YFS,discovered,243,7
26556,YFS,correspondent,243,10
26557,YFS,his,243,12
26558,YFS,younger,243,13
26559,YFS,apprenticeship,244,3
26560,YFS,permission,244,5
26561,YFS,in,244,7
26562,YFS,so,244,8
26563,YFS,doing,244,9
26564,YFS,a,244,11
26565,YFS,U.S.,245,3
26566,YFS,private,245,7
26567,YFS,"1941,",245,9
26568,YFS,was,245,10
26569,YFS,"commissioned,",245,11
26570,YFS,in,245,14
26571,YFS,Pacific,245,16
26572,YFS,theater.,245,17
26573,YFS,end,246,2
26574,YFS,he,246,6
26575,YFS,captain,246,9
26576,YFS,General,246,11
26577,YFS,MacArthur's,246,13
26578,YFS,intelligence,246,14
26579,YFS,in,247,1
26580,YFS,"life,",247,2
26581,YFS,he,247,3
26582,YFS,developed,247,4
26583,YFS,interest,247,6
26584,YFS,politics,247,8
26585,YFS,"and,",247,11
26586,YFS,war,247,14
26587,YFS,special,247,17
26588,YFS,admiration,247,18
26589,YFS,Winston,247,20
26590,YFS,"Churchill,",247,21
26591,YFS,would,247,24
26592,YFS,cite,247,26
26593,YFS,as,247,27
26594,YFS,important,247,29
26595,YFS,"Pentagon,",248,4
26596,YFS,became,248,6
26597,YFS,chairman,248,9
26598,YFS,"magazine,",248,12
26599,YFS,next,248,16
26600,YFS,decade,248,17
26601,YFS,frequently,248,20
26602,YFS,and,248,23
26603,YFS,security,248,25
26604,YFS,"1990,",249,1
26605,YFS,wrote,249,3
26606,YFS,Fighting,249,4
26607,YFS,"Peace,",249,6
26608,YFS,Pentagon,249,11
26609,YFS,"1996,",249,14
26610,YFS,Weinberger,249,15
26611,YFS,co-authored,249,16
26612,YFS,"War,",249,22
26613,YFS,questions,249,25
26614,YFS,adequacy,249,28
26615,YFS,capabilities,249,32
26616,YFS,following,249,33
26617,YFS,the,249,37
26618,YFS,he,250,1
26619,YFS,"book,",250,4
26620,YFS,colleages,250,6
26621,YFS,from,250,7
26622,YFS,Reagan,250,9
26623,YFS,administration,250,10
26624,YFS,contact,250,12
26625,YFS,refused,250,14
26626,YFS,with,250,17
26627,YFS,in,251,2
26628,YFS,"Poughkeepsie,",251,3
26629,YFS,York,251,5
26630,YFS,heart,251,7
26631,YFS,"failure,",251,8
26632,YFS,chiefly,251,11
26633,YFS,due,251,12
26634,YFS,her,251,14
26635,YFS,was,252,1
26636,YFS,the,252,2
26637,YFS,of,252,4
26638,YFS,"Rinker,",252,6
26639,YFS,who,252,7
26640,YFS,also,252,8
26641,YFS,sang,252,9
26642,YFS,leader,253,3
26643,YFS,of,253,4
26644,YFS,the,253,5
26645,YFS,Adalet,253,6
26646,YFS,Kalkinma,253,8
26647,YFS,Partisi,253,9
26648,YFS,or,253,12
26649,YFS,and,253,14
26650,YFS,Development,253,15
26651,YFS,Erdoğan,254,0
26652,YFS,semi-professional,254,2
26653,YFS,worked,254,8
26654,YFS,Istanbul's,254,10
26655,YFS,transport,254,12
26656,YFS,"company,",254,13
26657,YFS,active,254,16
26658,YFS,in,254,17
26659,YFS,politics,254,18
26660,YFS,now-defunct,254,21
26661,YFS,Islamist,254,22
26662,YFS,National,254,23
26663,YFS,Salvation,254,24
26664,YFS,Party,254,25
26665,YFS,(Milli,254,26
26666,YFS,"Partisi),",254,28
26667,YFS,by,254,30
26668,YFS,Erbakan.,254,32
26669,YFS,he,255,2
26670,YFS,"born,",255,4
26671,YFS,New,255,8
26672,YFS,with,255,10
26673,YFS,where,255,13
26674,YFS,acting,255,16
26675,YFS,playing,255,18
26676,YFS,recorded,256,2
26677,YFS,"Desireless,",256,3
26678,YFS,Scandinavia,256,10
26679,YFS,rest,256,13
26680,YFS,"Europe,",256,15
26681,YFS,American,256,18
26682,YFS,came,256,20
26683,YFS,1998.,256,22
26684,YFS,his,257,2
26685,YFS,interests,257,3
26686,YFS,developed,257,4
26687,YFS,into,257,5
26688,YFS,using,257,6
26689,YFS,46th,258,4
26690,YFS,Vice,258,5
26691,YFS,the,258,8
26692,YFS,under,258,11
26693,YFS,George,258,13
26694,YFS,President,259,1
26695,YFS,"Ford,",259,3
26696,YFS,Cheney,259,4
26697,YFS,became,259,5
26698,YFS,Assistant,259,6
26699,YFS,President,259,9
26700,YFS,and,259,10
26701,YFS,youngest,259,12
26702,YFS,White,259,13
26703,YFS,Chief,259,15
26704,YFS,history.,259,19
26705,YFS,campaign,260,2
26706,YFS,Ford's,260,5
26707,YFS,1976,260,6
26708,YFS,presidential,260,7
26709,YFS,James,260,10
26710,YFS,served,260,12
26711,YFS,campaign,260,14
26712,YFS,chairman.,260,15
26713,YFS,police,261,2
26714,YFS,arrest,261,3
26715,YFS,similar,261,5
26716,YFS,President,261,11
26717,YFS,George,261,12
26718,YFS,W.,261,13
26719,YFS,and,261,15
26720,YFS,maintained,261,16
26721,YFS,Department,261,22
26722,YFS,shows,261,23
26723,YFS,Cheney,261,25
26724,YFS,$100,261,28
26725,YFS,second,261,31
26726,YFS,DWI,261,32
26727,YFS,conviction.,261,33
26728,YFS,"time,",262,2
26729,YFS,was,262,4
26730,YFS,not,262,5
26731,YFS,possible,262,6
26732,YFS,authorities,262,9
26733,YFS,area,262,12
26734,YFS,link,262,14
26735,YFS,convictions,262,17
26736,YFS,would,262,19
26737,YFS,resulted,262,21
26738,YFS,offence,262,25
26739,YFS,being,262,26
26740,YFS,viewed,262,27
26741,YFS,seriously.,262,30
26742,YFS,his,263,1
26743,YFS,second,263,2
26744,YFS,Wyoming,263,3
26745,YFS,"arrest,",263,4
26746,YFS,Cheney,263,5
26747,YFS,has,263,6
26748,YFS,no,263,8
26749,YFS,first,264,3
26750,YFS,known,264,4
26751,YFS,ancestors,264,5
26752,YFS,Ralph,264,7
26753,YFS,Quesnay,264,12
26754,YFS,who,264,13
26755,YFS,on,264,15
26756,YFS,of,264,18
26757,YFS,William,264,19
26758,YFS,the,264,20
26759,YFS,in,264,22
26760,YFS,the,264,23
26761,YFS,of,264,25
26762,YFS,Hastings,264,26
26763,YFS,1066.,264,28
26764,YFS,was,265,1
26765,YFS,represent,265,4
26766,YFS,Wyoming,265,5
26767,YFS,the,265,7
26768,YFS,Representatives,265,11
26769,YFS,replace,265,13
26770,YFS,"Roncalio,",265,15
26771,YFS,had,265,17
26772,YFS,resigned,265,18
26773,YFS,Congress.,265,20
26774,YFS,Bush,266,2
26775,YFS,in,266,3
26776,YFS,March,266,4
26777,YFS,or,266,5
26778,YFS,"April,",266,6
26779,YFS,"2005,",266,7
26780,YFS,General,266,10
26781,YFS,of,266,12
26782,YFS,Department,266,14
26783,YFS,Homeland,266,16
26784,YFS,have,267,2
26785,YFS,four,267,3
26786,YFS,nearby,268,5
26787,YFS,Shrewsbury,268,6
26788,YFS,School,268,7
26789,YFS,next,268,9
26790,YFS,he,268,11
26791,YFS,there,268,13
26792,YFS,a,268,15
26793,YFS,'boarder'.,268,16
26794,YFS,served,269,1
26795,YFS,in,269,2
26796,YFS,the,269,3
26797,YFS,United,269,4
26798,YFS,States,269,5
26799,YFS,in,269,7
26800,YFS,War,269,9
26801,YFS,got,269,12
26802,YFS,degree,269,15
26803,YFS,University.,269,18
26804,YFS,currently,270,1
26805,YFS,works,270,2
26806,YFS,Department's,270,6
26807,YFS,Near,270,7
26808,YFS,East,270,8
26809,YFS,Affairs,270,9
26810,YFS,Bureau.,270,10
26811,YFS,one,271,2
26812,YFS,of,271,3
26813,YFS,father's,271,5
26814,YFS,top,271,6
26815,YFS,campaign,271,7
26816,YFS,aides,271,8
26817,YFS,confidantes,271,11
26818,YFS,lives,271,13
26819,YFS,in,271,14
26820,YFS,"Denver,",271,15
26821,YFS,Colorado.,271,16
26822,YFS,decided,272,1
26823,YFS,three,272,3
26824,YFS,semesters,272,4
26825,YFS,some,272,7
26826,YFS,off,272,9
26827,YFS,on,272,12
26828,YFS,difficulty,272,15
26829,YFS,studies.,272,18
26830,YFS,has,273,1
26831,YFS,co-authored,273,4
26832,YFS,books,273,6
26833,YFS,and,273,7
26834,YFS,numerous,273,8
26835,YFS,served,274,1
26836,YFS,1986,274,3
26837,YFS,Chair,274,7
26838,YFS,National,274,10
26839,YFS,Endowment,274,11
26840,YFS,"Humanities,",274,14
26841,YFS,by,274,16
26842,YFS,one,275,3
26843,YFS,co-host,275,6
26844,YFS,CNN's,275,8
26845,YFS,studying,276,1
26846,YFS,Louisiana,276,4
26847,YFS,Police,276,11
26848,YFS,public,277,4
26849,YFS,speaker,277,5
26850,YFS,a,277,9
26851,YFS,the,277,13
26852,YFS,Enterprise,277,15
26853,YFS,Institute.,277,16
26854,YFS,his,278,2
26855,YFS,bachelor's,278,3
26856,YFS,in,278,5
26857,YFS,1965,278,6
26858,YFS,and,278,7
26859,YFS,political,278,11
26860,YFS,science,278,12
26861,YFS,1966,278,14
26862,YFS,from,278,16
26863,YFS,of,278,19
26864,YFS,Wyoming.,278,20
26865,YFS,former,279,1
26866,YFS,chief,279,2
26867,YFS,of,279,3
26868,YFS,"staff,",279,4
26869,YFS,Lewis,279,5
26870,YFS,"Libby,",279,6
26871,YFS,is,279,7
26872,YFS,one,279,8
26873,YFS,of,279,9
26874,YFS,main,279,11
26875,YFS,figures,279,12
26876,YFS,investigation.,279,14
26877,YFS,October,280,1
26878,YFS,"28,",280,2
26879,YFS,Libby,280,3
26880,YFS,indicted,280,5
26881,YFS,on,280,6
26882,YFS,felony,280,8
26883,YFS,United,281,2
26884,YFS,Secretary,281,4
26885,YFS,Defense,281,6
26886,YFS,from,281,7
26887,YFS,1987,281,8
26888,YFS,1989.,281,10
26889,YFS,undersecretary,282,2
26890,YFS,of,282,3
26891,YFS,and,282,6
26892,YFS,Weinberger,282,9
26893,YFS,was,282,10
26894,YFS,secretary,282,11
26895,YFS,during,282,12
26896,YFS,administration.,282,15
26897,YFS,was,283,1
26898,YFS,deputy,283,2
26899,YFS,defense,283,3
26900,YFS,secretary,283,4
26901,YFS,1981,283,6
26902,YFS,security,283,10
26903,YFS,advisor,283,11
26904,YFS,the,283,22
26905,YFS,resignation,283,23
26906,YFS,"Weinberger,",283,25
26907,YFS,nomination,283,27
26908,YFS,President,283,29
26909,YFS,Reagan,283,31
26910,YFS,confirmation,283,34
26911,YFS,the,283,36
26912,YFS,by,283,38
26913,YFS,vote,283,40
26914,YFS,91,283,42
26915,YFS,reportedly,284,2
26916,YFS,hard-line,284,4
26917,YFS,in,284,5
26918,YFS,policies,284,6
26919,YFS,the,284,8
26920,YFS,Weinberger.,284,12
26921,YFS,officer,285,4
26922,YFS,1952-54.,285,6
26923,YFS,his,286,1
26924,YFS,"time,",286,2
26925,YFS,also,286,4
26926,YFS,another,286,6
26927,YFS,named,286,8
26928,YFS,"Heslov,",286,10
26929,YFS,frequent,286,15
26930,YFS,collaborator,286,16
26931,YFS,co-wrote,286,20
26932,YFS,Good,286,21
26933,YFS,"Night,",286,22
26934,YFS,"Luck.,",286,25
26935,YFS,the,286,28
26936,YFS,president,286,29
26937,YFS,of,286,30
26938,YFS,director,286,33
26939,YFS,Steven,286,34
26940,YFS,Soderbergh's,286,35
26941,YFS,production,286,36
26942,YFS,show,287,2
26943,YFS,"cancelled,",287,4
26944,YFS,handyman,287,8
26945,YFS,The,287,12
26946,YFS,of,287,14
26947,YFS,his,288,2
26948,YFS,a,288,5
26949,YFS,film,288,6
26950,YFS,director,288,7
26951,YFS,Confessions,288,12
26952,YFS,Dangerous,288,15
26953,YFS,"Mind,",288,16
26954,YFS,an,288,17
26955,YFS,adaptation,288,18
26956,YFS,implausible,288,21
26957,YFS,autobiography,288,22
26958,YFS,groundbreaking,288,24
26959,YFS,producer,288,26
26960,YFS,Barris.,288,28
26961,YFS,later,289,1
26962,YFS,admitted,289,2
26963,YFS,terrifying,289,5
26964,YFS,experience,289,6
26965,YFS,musical,289,13
26966,YFS,number,289,14
26967,YFS,he,289,15
26968,YFS,performed.,289,16
26969,YFS,also,290,1
26970,YFS,his,290,3
26971,YFS,first,290,4
26972,YFS,that,290,6
26973,YFS,same,290,7
26974,YFS,My,290,9
26975,YFS,Talks,290,11
26976,YFS,Horses,290,13
26977,YFS,(1947).,290,14
26978,YFS,Good,291,3
26979,YFS,News,291,4
26980,YFS,(1947),291,5
26981,YFS,Lawford,291,7
26982,YFS,acclaim,291,11
26983,YFS,as,291,12
26984,YFS,got,292,2
26985,YFS,to,292,3
26986,YFS,dance,292,4
26987,YFS,as,292,7
26988,YFS,and,292,9
26989,YFS,was,293,1
26990,YFS,victim,293,3
26991,YFS,abuse,293,6
26992,YFS,several,293,7
26993,YFS,in,293,9
26994,YFS,a,294,2
26995,YFS,he,294,4
26996,YFS,severely,294,5
26997,YFS,when,294,9
26998,YFS,he,294,10
26999,YFS,arm,294,13
27000,YFS,a,294,15
27001,YFS,glass,294,17
27002,YFS,were,295,1
27003,YFS,save,295,4
27004,YFS,but,295,7
27005,YFS,injury,295,9
